Disease,Section,Content,URL
Adolescent and young adult health,WHO response,"In 2023, WHO published an update of theGlobal Accelerated
        Action for the Health of Adolescents (AA-HA!): Guidance to support country
        implementation. AA-HA! 2.0 has drawn on inputs received during consultations
    with Member States, United Nations agencies, adolescents and young people,
    civil society and other partners. It aims to assist governments in deciding
    what they plan to do and how they plan to do it as they respond to the health
    needs of adolescents.",https://www.who.int/news-room/fact-sheets/detail/adolescents-health-risks-and-solutions
Adolescent and young adult health,WHO response,"To improve adolescent health measurement
    globally, WHO in collaboration with UNAIDS, UNESCO, UNFAP, UNICEF, UN Women,
    the World Bank Group, and the World Food Programme (WFP), has established
    theGlobal
 Action for Measurement of Adolescent health (GAMA) Advisory Group. A comprehensive
    set of47 priority
        indicators for global, regional and national adolescent health measurementhas
    been published in 2024 using a structured participatory process.",https://www.who.int/news-room/fact-sheets/detail/adolescents-health-risks-and-solutions
Adolescent and young adult health,WHO response,United Nations Office on Drugs and Crime. Drug use and consequences. 2020.https://wdr.unodc.org/wdr2020/field/WDR20_Booklet_2.pdf,https://www.who.int/news-room/fact-sheets/detail/adolescents-health-risks-and-solutions
Adolescent and young adult health,WHO response,"UNICEF.
 Adolescent HIV prevention.https://data.unicef.org/topic/hivaids/adolescents-young-people/",https://www.who.int/news-room/fact-sheets/detail/adolescents-health-risks-and-solutions
Adolescent and young adult health,WHO response,"United
 Nations Department of Economic and Social Affairs. World population prospects
        2024.https://www.un.org/development/desa/pd/world-population-prospects-2024",https://www.who.int/news-room/fact-sheets/detail/adolescents-health-risks-and-solutions
Adolescent pregnancy,Key facts,"As of 2019, adolescents aged 15–19 years in low- and middle-income countries (LMICs) had an estimated 21 million pregnancies each year, of which approximately 50% were unintended and which resulted in an estimated 12 million births(1,2).",https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
Adolescent pregnancy,Key facts,"Based on 2019 data, 55% of unintended pregnancies among adolescent girls aged 15–19 years end in abortions, which are often unsafe in LMICs(1).",https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
Adolescent pregnancy,Key facts,"Adolescent mothers (aged 10–19 years) face higher risks of eclampsia, puerperal endometritis and systemic infections than women aged 20–24 years, and babies of adolescent mothers face higher risks of low birth weight, preterm birth and severe neonatal condition.",https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
Adolescent pregnancy,Key facts,Data on childbirths among girls aged 10–14 are getting more widely available. Globally the adolescent birth rate for girls 10–14 years in 2023 was estimated at 1.5 per 1000 women with higher rates in sub-Saharan Africa (4.4) and Latin America and the Caribbean (2.3)(3).,https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
Adolescent pregnancy,Key facts,Preventing pregnancy among adolescents and pregnancy-related mortality and morbidity are foundational to achieving positive health outcomes across the life course and imperative for achieving the Sustainable Development Goals (SDGs) related to maternal and newborn health.,https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
Adolescent pregnancy,Overview,"Adolescent pregnancy is a global phenomenon with clearly known causes and serious health, social and economic consequences. Globally, the adolescent birth rate (ABR) has decreased, but rates of change have been uneven across regions. There are also enormous variations in levels between and within countries. Adolescent pregnancy tends to be higher among those with less education or of low economic status. Further, there is slower progress in reducing adolescent first births amongst these and other vulnerable groups, leading to increasing inequity. Child marriage and child sexual abuse place girls at increased risk of pregnancy, often unintended. In many places, barriers to obtaining and using contraceptives prevent adolescents from avoiding unintended pregnancies. There is growing attention being paid to improving access to quality maternal care for pregnant and parenting adolescents. WHO works with partners to advocate for attention to adolescent pregnancy, to build an evidence base for action, to develop policy and programme support tools, to build capacity and to support countries to address adolescent pregnancy effectively.",https://www.who.int/news-room/fact-sheets/detail/adolescent-pregnancy
